id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata
314,Group B,BPCL-TXN-3187332,incoming,Meera Mehta,meera.mehta@bpcl.co.in,373668.81,INR,HSD,36972,"TRK4212,TRK9589,TRK5034,TRK4970","TID175124,TID379190,TID914504,TID550956",,2025-02-11,TankFarm-11,CNTR-29437,Requires escort,2025-01-15T21:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 36972, ""truck_count"": 4, ""contract_ref"": ""CNTR-29437"", ""storage_location"": ""TankFarm-11""}"
315,Group C,BPCL-TXN-6843636,incoming,Sunita Verma,sunita.verma@bpcl.co.in,274780.56,INR,MS,24976,"TRK6729,TRK8245","TID753453,TID252901",,2025-02-26,TankFarm-1,CNTR-23825,Weather delay,2025-03-29T11:09:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 24976, ""truck_count"": 2, ""contract_ref"": ""CNTR-23825"", ""storage_location"": ""TankFarm-1""}"
316,Group A,BPCL-TXN-2439727,outgoing,Priya Khosla,priya.khosla@bpcl.co.in,64540.06,INR,Naphtha,10678,TRK5713,TID114400,2025-02-13,,TankFarm-12,CNTR-21823,Priority consignment,2025-02-27T15:01:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10678, ""truck_count"": 1, ""contract_ref"": ""CNTR-21823"", ""storage_location"": ""TankFarm-12""}"
317,Group B,BPCL-TXN-4554677,incoming,Sunita Nair,sunita.nair@bpcl.co.in,404367.76,INR,LDO,40966,"TRK3315,TRK1301,TRK7170,TRK9631","TID145594,TID367865,TID278593,TID163029",,2025-02-06,TankFarm-4,CNTR-24444,Standard operation,2025-03-01T20:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 40966, ""truck_count"": 4, ""contract_ref"": ""CNTR-24444"", ""storage_location"": ""TankFarm-4""}"
318,Group C,BPCL-TXN-5551832,incoming,Pooja Gupta,pooja.gupta@bpcl.co.in,286158.88,INR,MS,6250,"TRK7332,TRK4787,TRK7237","TID633243,TID844162,TID204442",,2025-02-10,TankFarm-8,CNTR-29782,Documentation pending,2025-01-12T05:12:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 6250, ""truck_count"": 3, ""contract_ref"": ""CNTR-29782"", ""storage_location"": ""TankFarm-8""}"
319,Group A,BPCL-TXN-8683734,incoming,Shreya Khosla,shreya.khosla@bpcl.co.in,40579.13,INR,HSD,39695,"TRK6465,TRK9027,TRK7445","TID880550,TID264631,TID119264",,2025-02-14,TankFarm-11,CNTR-25765,Gate pass pending,2025-03-22T09:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 39695, ""truck_count"": 3, ""contract_ref"": ""CNTR-25765"", ""storage_location"": ""TankFarm-11""}"
320,Group B,BPCL-TXN-9409604,outgoing,Vikram Sharma,vikram.sharma@bpcl.co.in,478699.46,INR,ATF,2931,TRK5590,TID336540,2025-01-20,,TankFarm-6,CNTR-26436,Customs hold,2025-01-12T23:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 2931, ""truck_count"": 1, ""contract_ref"": ""CNTR-26436"", ""storage_location"": ""TankFarm-6""}"
321,Group C,BPCL-TXN-4815608,incoming,Neha Desai,neha.desai@bpcl.co.in,440351.45,INR,ATF,25472,"TRK6395,TRK8359,TRK9883,TRK3158,TRK4387","TID784167,TID245308,TID709254,TID667650,TID817276",,2025-01-26,TankFarm-3,CNTR-25062,Documentation pending,2025-01-18T13:58:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 25472, ""truck_count"": 5, ""contract_ref"": ""CNTR-25062"", ""storage_location"": ""TankFarm-3""}"
322,Group A,BPCL-TXN-3435253,outgoing,Pooja Bansal,pooja.bansal@bpcl.co.in,689906.29,INR,LDO,5444,TRK9732,TID854388,2025-01-16,,TankFarm-3,CNTR-25203,Customs hold,2025-01-04T10:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 5444, ""truck_count"": 1, ""contract_ref"": ""CNTR-25203"", ""storage_location"": ""TankFarm-3""}"
323,Group B,BPCL-TXN-7899659,outgoing,Vikram Singh,vikram.singh@bpcl.co.in,565567.05,INR,LDO,10958,TRK4079,TID211957,2025-01-17,,TankFarm-3,CNTR-20429,Priority consignment,2025-03-19T18:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 10958, ""truck_count"": 1, ""contract_ref"": ""CNTR-20429"", ""storage_location"": ""TankFarm-3""}"
324,Group C,BPCL-TXN-4895376,incoming,Sunita Gupta,sunita.gupta@bpcl.co.in,43911.26,INR,MS,36234,"TRK9230,TRK8680","TID846606,TID781121",,2025-02-17,TankFarm-3,CNTR-26348,Temperature sensitive,2025-03-02T04:10:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 36234, ""truck_count"": 2, ""contract_ref"": ""CNTR-26348"", ""storage_location"": ""TankFarm-3""}"
325,Group A,BPCL-TXN-1540722,incoming,Neha Sharma,neha.sharma@bpcl.co.in,695940.44,INR,ATF,19585,"TRK4323,TRK4351,TRK2083,TRK3901,TRK8197,TRK9027","TID821276,TID440677,TID579770,TID358771,TID548324,TID524533",,2025-01-06,TankFarm-10,CNTR-26232,Gate pass pending,2025-02-20T19:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 19585, ""truck_count"": 6, ""contract_ref"": ""CNTR-26232"", ""storage_location"": ""TankFarm-10""}"
326,Group B,BPCL-TXN-9995261,outgoing,Shreya Gupta,shreya.gupta@bpcl.co.in,659942.65,INR,MS,35121,TRK2791,TID573546,2025-02-28,,TankFarm-1,CNTR-24025,Documentation pending,2025-03-10T12:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 35121, ""truck_count"": 1, ""contract_ref"": ""CNTR-24025"", ""storage_location"": ""TankFarm-1""}"
327,Group C,BPCL-TXN-7499457,incoming,Shreya Gupta,shreya.gupta@bpcl.co.in,722879.43,INR,HSD,24082,"TRK7521,TRK5989,TRK5684,TRK8558","TID274573,TID542983,TID408721,TID742917",,2025-01-07,TankFarm-12,CNTR-28470,Customs hold,2025-03-01T20:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 24082, ""truck_count"": 4, ""contract_ref"": ""CNTR-28470"", ""storage_location"": ""TankFarm-12""}"
328,Group A,BPCL-TXN-9399643,incoming,Priya Mehta,priya.mehta@bpcl.co.in,589580.08,INR,Naphtha,13867,"TRK7775,TRK6299,TRK8387,TRK1408","TID287567,TID575718,TID718990,TID847251",,2025-01-26,TankFarm-8,CNTR-21477,Priority consignment,2025-02-11T22:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 13867, ""truck_count"": 4, ""contract_ref"": ""CNTR-21477"", ""storage_location"": ""TankFarm-8""}"
329,Group B,BPCL-TXN-3751363,outgoing,Sahil Khosla,sahil.khosla@bpcl.co.in,114569.56,INR,MS,30451,TRK6946,TID189450,2025-03-09,,TankFarm-12,CNTR-26292,Documentation pending,2025-03-20T05:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 30451, ""truck_count"": 1, ""contract_ref"": ""CNTR-26292"", ""storage_location"": ""TankFarm-12""}"
330,Group C,BPCL-TXN-1736621,outgoing,Meera Mehta,meera.mehta@bpcl.co.in,686383.26,INR,Naphtha,10836,TRK3656,TID251631,2025-01-23,,TankFarm-12,CNTR-20840,Quality check required,2025-02-09T09:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10836, ""truck_count"": 1, ""contract_ref"": ""CNTR-20840"", ""storage_location"": ""TankFarm-12""}"
331,Group A,BPCL-TXN-8486970,outgoing,Vikram Gupta,vikram.gupta@bpcl.co.in,156004.62,INR,HSD,14294,TRK1057,TID752801,2025-02-02,,TankFarm-1,CNTR-27514,Temperature sensitive,2025-03-05T17:51:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 14294, ""truck_count"": 1, ""contract_ref"": ""CNTR-27514"", ""storage_location"": ""TankFarm-1""}"
332,Group B,BPCL-TXN-9278999,incoming,Sunita Desai,sunita.desai@bpcl.co.in,451925.19,INR,ATF,34736,"TRK8239,TRK2300,TRK1107,TRK5009","TID673929,TID391622,TID749871,TID759172",,2025-03-13,TankFarm-4,CNTR-20801,Customs hold,2025-01-19T01:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 34736, ""truck_count"": 4, ""contract_ref"": ""CNTR-20801"", ""storage_location"": ""TankFarm-4""}"
333,Group C,BPCL-TXN-3438977,incoming,Ajay Sharma,ajay.sharma@bpcl.co.in,508572.49,INR,Naphtha,24558,"TRK2436,TRK1803,TRK2784","TID537211,TID286906,TID269172",,2025-03-28,TankFarm-5,CNTR-29747,Documentation pending,2025-01-23T14:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 24558, ""truck_count"": 3, ""contract_ref"": ""CNTR-29747"", ""storage_location"": ""TankFarm-5""}"
334,Group A,BPCL-TXN-1601296,outgoing,Priya Rao,priya.rao@bpcl.co.in,259045.84,INR,ATF,5434,TRK8001,TID984274,2025-03-12,,TankFarm-2,CNTR-24797,Temperature sensitive,2025-01-18T03:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 5434, ""truck_count"": 1, ""contract_ref"": ""CNTR-24797"", ""storage_location"": ""TankFarm-2""}"
335,Group B,BPCL-TXN-6523202,outgoing,Shreya Jain,shreya.jain@bpcl.co.in,405368.5,INR,HSD,4813,TRK2790,TID699121,2025-03-22,,TankFarm-9,CNTR-21436,Temperature sensitive,2025-03-30T19:59:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 4813, ""truck_count"": 1, ""contract_ref"": ""CNTR-21436"", ""storage_location"": ""TankFarm-9""}"
336,Group C,BPCL-TXN-5818203,outgoing,Neha Bansal,neha.bansal@bpcl.co.in,639653.53,INR,LDO,35432,TRK6797,TID236014,2025-03-20,,TankFarm-10,CNTR-28132,Documentation pending,2025-03-22T15:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 35432, ""truck_count"": 1, ""contract_ref"": ""CNTR-28132"", ""storage_location"": ""TankFarm-10""}"
337,Group A,BPCL-TXN-4904421,outgoing,Sahil Rao,sahil.rao@bpcl.co.in,734961.8,INR,MS,8746,TRK1392,TID587467,2025-03-22,,TankFarm-2,CNTR-23396,Quality check required,2025-02-22T01:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 8746, ""truck_count"": 1, ""contract_ref"": ""CNTR-23396"", ""storage_location"": ""TankFarm-2""}"
338,Group B,BPCL-TXN-4562439,incoming,Ramesh Gupta,ramesh.gupta@bpcl.co.in,170860.68,INR,LDO,21673,TRK6042,TID414870,,2025-03-06,TankFarm-9,CNTR-25307,Standard operation,2025-01-15T21:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 21673, ""truck_count"": 1, ""contract_ref"": ""CNTR-25307"", ""storage_location"": ""TankFarm-9""}"
339,Group C,BPCL-TXN-1488508,incoming,Ajay Mehta,ajay.mehta@bpcl.co.in,165661.3,INR,LDO,49071,"TRK8774,TRK1582,TRK3224,TRK8888","TID262934,TID757667,TID582992,TID663051",,2025-02-12,TankFarm-8,CNTR-26782,Standard operation,2025-03-08T09:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 49071, ""truck_count"": 4, ""contract_ref"": ""CNTR-26782"", ""storage_location"": ""TankFarm-8""}"
340,Group A,BPCL-TXN-6293259,outgoing,Shreya Nair,shreya.nair@bpcl.co.in,38570.86,INR,Naphtha,22739,TRK6793,TID169429,2025-01-20,,TankFarm-5,CNTR-20510,Gate pass pending,2025-02-18T20:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 22739, ""truck_count"": 1, ""contract_ref"": ""CNTR-20510"", ""storage_location"": ""TankFarm-5""}"
341,Group B,BPCL-TXN-7535837,outgoing,Amit Bansal,amit.bansal@bpcl.co.in,109712.36,INR,LDO,21611,TRK1518,TID384685,2025-02-22,,TankFarm-2,CNTR-28143,Weather delay,2025-02-17T14:53:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 21611, ""truck_count"": 1, ""contract_ref"": ""CNTR-28143"", ""storage_location"": ""TankFarm-2""}"
342,Group C,BPCL-TXN-4626225,outgoing,Shreya Rao,shreya.rao@bpcl.co.in,151884.24,INR,LDO,3450,TRK4311,TID197102,2025-02-26,,TankFarm-9,CNTR-20408,Temperature sensitive,2025-03-06T04:12:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 3450, ""truck_count"": 1, ""contract_ref"": ""CNTR-20408"", ""storage_location"": ""TankFarm-9""}"
343,Group A,BPCL-TXN-9111313,incoming,Sahil Nair,sahil.nair@bpcl.co.in,250010.06,INR,LDO,14390,TRK9456,TID809589,,2025-01-17,TankFarm-4,CNTR-20598,Temperature sensitive,2025-02-19T22:55:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 14390, ""truck_count"": 1, ""contract_ref"": ""CNTR-20598"", ""storage_location"": ""TankFarm-4""}"
344,Group B,BPCL-TXN-1068952,incoming,Vikram Sharma,vikram.sharma@bpcl.co.in,523112.94,INR,Naphtha,10706,"TRK8649,TRK1755,TRK2689","TID645865,TID903398,TID790995",,2025-02-09,TankFarm-1,CNTR-29462,Priority consignment,2025-03-23T06:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10706, ""truck_count"": 3, ""contract_ref"": ""CNTR-29462"", ""storage_location"": ""TankFarm-1""}"
345,Group C,BPCL-TXN-5807802,incoming,Vikram Nair,vikram.nair@bpcl.co.in,256383.6,INR,ATF,48982,TRK5467,TID256574,,2025-01-21,TankFarm-5,CNTR-21875,Standard operation,2025-03-21T17:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 48982, ""truck_count"": 1, ""contract_ref"": ""CNTR-21875"", ""storage_location"": ""TankFarm-5""}"
346,Group A,BPCL-TXN-6877363,incoming,Shreya Verma,shreya.verma@bpcl.co.in,221512.77,INR,LDO,42623,"TRK3806,TRK2167","TID426503,TID743052",,2025-02-13,TankFarm-9,CNTR-27268,Standard operation,2025-01-17T00:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 42623, ""truck_count"": 2, ""contract_ref"": ""CNTR-27268"", ""storage_location"": ""TankFarm-9""}"
347,Group B,BPCL-TXN-1846511,outgoing,Priya Jain,priya.jain@bpcl.co.in,64004.91,INR,ATF,26684,TRK3932,TID838908,2025-03-18,,TankFarm-10,CNTR-27304,Gate pass pending,2025-02-09T10:52:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 26684, ""truck_count"": 1, ""contract_ref"": ""CNTR-27304"", ""storage_location"": ""TankFarm-10""}"
348,Group C,BPCL-TXN-9950391,incoming,Priya Singh,priya.singh@bpcl.co.in,436647.24,INR,MS,35688,TRK8464,TID425469,,2025-03-29,TankFarm-11,CNTR-27625,Temperature sensitive,2025-01-30T07:09:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 35688, ""truck_count"": 1, ""contract_ref"": ""CNTR-27625"", ""storage_location"": ""TankFarm-11""}"
349,Group A,BPCL-TXN-5329406,outgoing,Kavita Verma,kavita.verma@bpcl.co.in,309255.77,INR,LDO,22283,TRK8426,TID611187,2025-01-04,,TankFarm-2,CNTR-27787,Requires escort,2025-02-14T15:29:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 22283, ""truck_count"": 1, ""contract_ref"": ""CNTR-27787"", ""storage_location"": ""TankFarm-2""}"
350,Group B,BPCL-TXN-5735492,outgoing,Meera Verma,meera.verma@bpcl.co.in,463219.17,INR,HSD,34288,TRK2686,TID525392,2025-01-14,,TankFarm-6,CNTR-29111,Requires escort,2025-02-08T17:29:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 34288, ""truck_count"": 1, ""contract_ref"": ""CNTR-29111"", ""storage_location"": ""TankFarm-6""}"
351,Group C,BPCL-TXN-7936404,incoming,Sunita Bansal,sunita.bansal@bpcl.co.in,201676.02,INR,HSD,36612,"TRK2082,TRK6582,TRK4411,TRK8063","TID922412,TID556501,TID694764,TID925571",,2025-02-13,TankFarm-9,CNTR-23869,Customs hold,2025-03-26T21:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 36612, ""truck_count"": 4, ""contract_ref"": ""CNTR-23869"", ""storage_location"": ""TankFarm-9""}"
352,Group A,BPCL-TXN-9164301,outgoing,Priya Bansal,priya.bansal@bpcl.co.in,457154.73,INR,LDO,37378,TRK2599,TID961953,2025-02-26,,TankFarm-3,CNTR-25046,Quality check required,2025-01-09T19:06:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 37378, ""truck_count"": 1, ""contract_ref"": ""CNTR-25046"", ""storage_location"": ""TankFarm-3""}"
353,Group B,BPCL-TXN-7357071,outgoing,Ketan Singh,ketan.singh@bpcl.co.in,492617.11,INR,MS,6933,TRK4565,TID956721,2025-01-18,,TankFarm-10,CNTR-20003,Customs hold,2025-03-26T04:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 6933, ""truck_count"": 1, ""contract_ref"": ""CNTR-20003"", ""storage_location"": ""TankFarm-10""}"
354,Group C,BPCL-TXN-7542823,incoming,Anil Bansal,anil.bansal@bpcl.co.in,349190.83,INR,HSD,49663,"TRK5910,TRK5989,TRK8122","TID852658,TID460987,TID193624",,2025-03-16,TankFarm-1,CNTR-28362,Quality check required,2025-01-17T09:03:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 49663, ""truck_count"": 3, ""contract_ref"": ""CNTR-28362"", ""storage_location"": ""TankFarm-1""}"
355,Group A,BPCL-TXN-1891328,incoming,Ramesh Khosla,ramesh.khosla@bpcl.co.in,431021.94,INR,LDO,12189,"TRK1510,TRK4854,TRK8073","TID836333,TID718831,TID513420",,2025-03-22,TankFarm-6,CNTR-26271,Quality check required,2025-02-18T13:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 12189, ""truck_count"": 3, ""contract_ref"": ""CNTR-26271"", ""storage_location"": ""TankFarm-6""}"
356,Group B,BPCL-TXN-3909338,incoming,Rahul Mehta,rahul.mehta@bpcl.co.in,161464.46,INR,ATF,28611,"TRK3527,TRK5726,TRK3056,TRK3200","TID112166,TID175231,TID779885,TID116470",,2025-01-19,TankFarm-12,CNTR-27974,Quality check required,2025-01-18T02:08:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 28611, ""truck_count"": 4, ""contract_ref"": ""CNTR-27974"", ""storage_location"": ""TankFarm-12""}"
357,Group C,BPCL-TXN-7976896,outgoing,Ajay Singh,ajay.singh@bpcl.co.in,672847.29,INR,Naphtha,28898,TRK3945,TID576467,2025-03-07,,TankFarm-7,CNTR-29044,Temperature sensitive,2025-02-19T11:14:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 28898, ""truck_count"": 1, ""contract_ref"": ""CNTR-29044"", ""storage_location"": ""TankFarm-7""}"
358,Group A,BPCL-TXN-1124654,incoming,Anil Singh,anil.singh@bpcl.co.in,638932.82,INR,HSD,37881,"TRK7731,TRK9948,TRK7012","TID135087,TID139704,TID695748",,2025-03-03,TankFarm-12,CNTR-26038,Requires escort,2025-03-16T15:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 37881, ""truck_count"": 3, ""contract_ref"": ""CNTR-26038"", ""storage_location"": ""TankFarm-12""}"
359,Group B,BPCL-TXN-9831661,incoming,Ajay Rao,ajay.rao@bpcl.co.in,362078.84,INR,MS,39298,"TRK2449,TRK5017,TRK8740,TRK2279,TRK9834","TID936866,TID707784,TID427679,TID742818,TID155337",,2025-02-13,TankFarm-9,CNTR-20176,Temperature sensitive,2025-02-28T16:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 39298, ""truck_count"": 5, ""contract_ref"": ""CNTR-20176"", ""storage_location"": ""TankFarm-9""}"
360,Group C,BPCL-TXN-6561881,incoming,Neha Verma,neha.verma@bpcl.co.in,721421.44,INR,LDO,23953,"TRK1578,TRK5981","TID862285,TID923154",,2025-03-14,TankFarm-5,CNTR-21006,Temperature sensitive,2025-03-16T05:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 23953, ""truck_count"": 2, ""contract_ref"": ""CNTR-21006"", ""storage_location"": ""TankFarm-5""}"
361,Group A,BPCL-TXN-5894806,incoming,Meera Khosla,meera.khosla@bpcl.co.in,477629.83,INR,LDO,36769,TRK3077,TID630155,,2025-01-10,TankFarm-5,CNTR-24129,Customs hold,2025-03-20T08:17:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 36769, ""truck_count"": 1, ""contract_ref"": ""CNTR-24129"", ""storage_location"": ""TankFarm-5""}"
362,Group B,BPCL-TXN-1238286,outgoing,Sahil Patel,sahil.patel@bpcl.co.in,462770.62,INR,Naphtha,10904,TRK8317,TID487728,2025-01-23,,TankFarm-5,CNTR-23869,Temperature sensitive,2025-01-24T16:55:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10904, ""truck_count"": 1, ""contract_ref"": ""CNTR-23869"", ""storage_location"": ""TankFarm-5""}"
363,Group C,BPCL-TXN-2416021,incoming,Amit Bansal,amit.bansal@bpcl.co.in,702107.84,INR,HSD,37502,"TRK7277,TRK4898,TRK8211,TRK3740","TID321099,TID705822,TID870033,TID982725",,2025-02-14,TankFarm-1,CNTR-24331,Requires escort,2025-01-07T05:29:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 37502, ""truck_count"": 4, ""contract_ref"": ""CNTR-24331"", ""storage_location"": ""TankFarm-1""}"
364,Group A,BPCL-TXN-6056101,incoming,Rahul Khosla,rahul.khosla@bpcl.co.in,712482.54,INR,Naphtha,20313,"TRK7390,TRK8775,TRK5302,TRK3378","TID656208,TID555851,TID112439,TID402820",,2025-02-27,TankFarm-7,CNTR-25172,Documentation pending,2025-03-29T01:06:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 20313, ""truck_count"": 4, ""contract_ref"": ""CNTR-25172"", ""storage_location"": ""TankFarm-7""}"
365,Group B,BPCL-TXN-6936250,outgoing,Ajay Jain,ajay.jain@bpcl.co.in,467602.04,INR,LDO,22952,TRK5429,TID380061,2025-01-13,,TankFarm-5,CNTR-29571,Quality check required,2025-03-01T21:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 22952, ""truck_count"": 1, ""contract_ref"": ""CNTR-29571"", ""storage_location"": ""TankFarm-5""}"
